age,age_group,job,salary,marital,education,targeted,default,balance,housing,loan,response,,,Marital,Response rate (%)
28,2,blue-collar,20000,single,primary,yes,no,-30,yes,no,0,,,,
35,3,management,100000,single,secondary,yes,no,2383,yes,no,0,,,,
38,3,admin.,50000,single,secondary,yes,no,902,yes,no,0,,,,
54,5,services,70000,married,secondary,yes,no,812,no,no,0,,,,
30,3,technician,60000,married,tertiary,yes,no,702,no,yes,0,,,,
59,5,retired,55000,married,tertiary,yes,no,2194,yes,no,0,,,,
50,5,blue-collar,20000,divorced,secondary,yes,no,2725,no,no,0,,,,
59,5,admin.,50000,married,secondary,yes,no,4196,no,no,0,,,,
42,4,admin.,50000,married,primary,yes,no,-466,no,yes,0,,,,
57,5,technician,60000,divorced,tertiary,no,no,0,yes,no,0,,,,
44,4,admin.,50000,married,secondary,yes,no,5181,yes,yes,0,,,,
32,3,services,70000,married,primary,yes,no,-109,yes,no,0,,,,
43,4,blue-collar,20000,divorced,primary,yes,no,-97,yes,yes,0,,,,
35,3,unemployed,8000,single,secondary,yes,no,0,no,no,0,,,,
57,5,blue-collar,20000,married,primary,yes,no,23,yes,no,0,,,,
38,3,management,100000,single,tertiary,no,no,1515,yes,no,0,,,,
48,4,admin.,50000,married,primary,yes,no,3644,yes,yes,1,,,,
41,4,services,70000,married,secondary,yes,no,0,yes,no,0,,,,
53,5,blue-collar,20000,married,primary,yes,no,-294,yes,yes,0,,,,
43,4,management,100000,single,primary,yes,yes,-39,yes,no,0,,,,
37,3,technician,60000,married,tertiary,yes,no,4439,yes,no,0,,,,
35,3,blue-collar,20000,single,unknown,no,no,2298,no,no,0,,,,
42,4,management,100000,married,secondary,yes,no,372,yes,no,0,,,,
43,4,services,70000,married,secondary,yes,no,642,no,no,0,,,,
49,4,blue-collar,20000,married,primary,yes,no,371,yes,no,0,,,,
31,3,services,70000,single,secondary,yes,no,712,no,no,0,,,,
35,3,services,70000,married,secondary,yes,no,-12,no,no,0,,,,
60,6,retired,55000,divorced,secondary,yes,no,935,no,no,0,,,,
54,5,retired,55000,married,primary,yes,no,235,no,yes,0,,,,
42,4,management,100000,single,secondary,yes,no,1064,yes,no,0,,,,
51,5,services,70000,married,secondary,yes,no,7,yes,no,0,,,,
43,4,admin.,50000,married,secondary,yes,no,5048,no,no,0,,,,
56,5,technician,60000,married,tertiary,yes,yes,-736,no,no,0,,,,
47,4,blue-collar,20000,married,secondary,yes,no,737,no,yes,0,,,,
47,4,blue-collar,20000,married,secondary,yes,no,3285,no,no,0,,,,
37,3,admin.,50000,married,secondary,yes,no,5132,no,no,0,,,,
33,3,blue-collar,20000,married,primary,yes,no,2064,yes,no,0,,,,
35,3,services,70000,married,secondary,yes,no,377,no,yes,0,,,,
39,3,housemaid,16000,married,secondary,yes,no,315,yes,no,0,,,,
54,5,management,100000,married,tertiary,yes,no,1197,yes,yes,0,,,,
43,4,entrepreneur,120000,married,tertiary,yes,no,1076,no,no,0,,,,
45,4,admin.,50000,single,primary,yes,no,1811,no,no,0,,,,
33,3,blue-collar,20000,married,secondary,yes,no,249,yes,no,0,,,,
41,4,blue-collar,20000,married,unknown,no,no,1402,no,no,0,,,,
31,3,technician,60000,married,tertiary,yes,no,1186,no,yes,0,,,,
46,4,management,100000,divorced,tertiary,no,no,4917,yes,yes,0,,,,
42,4,technician,60000,married,secondary,yes,no,649,yes,no,0,,,,
44,4,services,70000,divorced,secondary,yes,no,12,yes,yes,0,,,,
54,5,management,100000,married,unknown,no,no,24,no,no,0,,,,
49,4,management,100000,married,tertiary,yes,no,4374,yes,no,0,,,,
50,5,blue-collar,20000,married,secondary,yes,no,9585,yes,no,0,,,,
40,4,admin.,50000,married,secondary,yes,no,341,no,no,1,,,,
36,3,management,100000,married,tertiary,yes,no,1594,yes,no,0,,,,
50,5,entrepreneur,120000,married,tertiary,yes,no,52,no,no,0,,,,
60,6,retired,55000,married,secondary,yes,no,0,no,no,0,,,,
28,2,unemployed,8000,married,primary,yes,yes,44,yes,no,0,,,,
35,3,unemployed,8000,single,tertiary,no,no,2340,no,no,0,,,,
32,3,technician,60000,single,secondary,yes,no,-122,yes,yes,0,,,,
41,4,technician,60000,married,secondary,yes,no,188,no,yes,0,,,,
42,4,admin.,50000,married,secondary,yes,no,247,yes,no,0,,,,
58,5,unemployed,8000,married,primary,yes,no,1183,no,no,1,,,,
49,4,blue-collar,20000,married,secondary,yes,no,1060,no,yes,0,,,,
26,2,blue-collar,20000,single,primary,yes,no,36,no,yes,0,,,,
56,5,admin.,50000,married,secondary,yes,no,2796,no,no,0,,,,
53,5,retired,55000,married,primary,yes,no,0,no,no,0,,,,
56,5,blue-collar,20000,married,primary,yes,no,2163,no,no,0,,,,
50,5,self-employed,60000,married,secondary,yes,no,4440,no,yes,0,,,,
26,2,admin.,50000,single,secondary,yes,no,-14,no,no,0,,,,
35,3,technician,60000,married,secondary,yes,no,-215,no,yes,0,,,,
36,3,blue-collar,20000,married,secondary,yes,no,306,no,no,0,,,,
41,4,unemployed,8000,divorced,secondary,yes,no,1281,no,no,0,,,,
33,3,management,100000,single,tertiary,no,no,-75,yes,yes,0,,,,
48,4,blue-collar,20000,married,secondary,yes,no,4259,no,no,0,,,,
36,3,blue-collar,20000,married,secondary,yes,no,1550,no,no,0,,,,
58,5,blue-collar,20000,married,secondary,yes,no,-27,no,yes,0,,,,
49,4,services,70000,married,secondary,yes,no,199,yes,no,0,,,,
37,3,blue-collar,20000,married,secondary,yes,no,2066,yes,yes,0,,,,
38,3,management,100000,married,tertiary,yes,no,14190,yes,no,0,,,,
56,5,management,100000,married,tertiary,yes,no,-6,no,no,0,,,,
29,2,management,100000,married,tertiary,yes,yes,53,yes,no,0,,,,
46,4,blue-collar,20000,single,primary,yes,no,259,no,yes,0,,,,
36,3,blue-collar,20000,married,unknown,no,no,-742,yes,yes,0,,,,
44,4,admin.,50000,single,secondary,yes,no,4492,no,yes,0,,,,
42,4,student,4000,married,unknown,no,no,-7,no,no,0,,,,
44,4,admin.,50000,divorced,secondary,yes,no,611,no,no,0,,,,
49,4,technician,60000,married,secondary,yes,no,8973,no,no,0,,,,
34,3,student,4000,single,secondary,yes,no,188,yes,no,0,,,,
26,2,blue-collar,20000,single,secondary,yes,no,-32,yes,yes,0,,,,
28,2,unemployed,8000,married,secondary,yes,no,-42,yes,yes,0,,,,
54,5,housemaid,16000,married,secondary,yes,no,991,no,no,0,,,,
48,4,unemployed,8000,married,secondary,yes,no,0,no,no,0,,,,
49,4,services,70000,married,secondary,yes,no,388,no,no,1,,,,
47,4,admin.,50000,married,secondary,yes,no,-1091,yes,yes,0,,,,
50,5,admin.,50000,married,secondary,yes,no,1138,yes,yes,0,,,,
48,4,unemployed,8000,married,secondary,yes,no,1811,yes,no,0,,,,
38,3,admin.,50000,married,secondary,yes,no,47,yes,yes,0,,,,
57,5,retired,55000,single,unknown,no,no,411,no,yes,0,,,,
28,2,blue-collar,20000,married,secondary,yes,no,144,yes,yes,0,,,,
37,3,services,70000,married,secondary,yes,no,102,yes,no,0,,,,
26,2,admin.,50000,single,tertiary,no,no,2053,no,no,0,,,,
39,3,admin.,50000,divorced,secondary,yes,no,-328,no,yes,0,,,,
50,5,unemployed,8000,married,secondary,yes,no,297,yes,no,0,,,,
50,5,unemployed,8000,single,secondary,yes,no,588,no,no,0,,,,
58,5,admin.,50000,married,secondary,yes,no,6878,no,no,0,,,,
51,5,technician,60000,divorced,secondary,yes,no,1063,no,yes,0,,,,
56,5,services,70000,married,tertiary,yes,no,3480,no,no,0,,,,
47,4,management,100000,married,tertiary,yes,no,0,no,no,0,,,,
32,3,management,100000,married,tertiary,yes,no,1570,no,no,0,,,,
36,3,management,100000,married,tertiary,yes,no,3007,yes,no,0,,,,
53,5,technician,60000,divorced,secondary,yes,yes,-63,no,yes,0,,,,
45,4,management,100000,married,secondary,yes,no,1098,no,no,0,,,,
41,4,management,100000,married,tertiary,yes,no,3348,no,no,0,,,,
41,4,management,100000,married,tertiary,yes,no,1254,no,no,0,,,,
30,3,self-employed,60000,single,tertiary,no,no,663,no,no,0,,,,
35,3,housemaid,16000,married,tertiary,yes,no,303,no,no,0,,,,
52,5,management,100000,married,tertiary,yes,no,1415,no,no,0,,,,
36,3,management,100000,married,tertiary,yes,no,0,no,yes,0,,,,
40,4,management,100000,married,tertiary,yes,no,1213,no,no,0,,,,
38,3,technician,60000,married,secondary,yes,no,0,yes,no,0,,,,
37,3,management,100000,married,tertiary,yes,no,0,no,no,0,,,,
49,4,technician,60000,married,secondary,yes,no,324,no,no,0,,,,
45,4,technician,60000,married,secondary,yes,no,2433,no,no,0,,,,
53,5,admin.,50000,married,secondary,yes,no,769,no,no,0,,,,
31,3,technician,60000,married,secondary,yes,no,6699,no,no,0,,,,
50,5,unknown,0,married,unknown,no,no,1533,no,no,0,,,,
45,4,management,100000,divorced,secondary,yes,no,1950,no,no,0,,,,
42,4,technician,60000,married,secondary,yes,no,0,no,no,0,,,,
51,5,management,100000,married,tertiary,yes,no,1700,no,no,0,,,,
38,3,technician,60000,married,secondary,yes,no,1919,no,no,1,,,,
52,5,unknown,0,married,unknown,no,no,1571,no,no,0,,,,
57,5,admin.,50000,married,primary,yes,no,6997,no,no,0,,,,
50,5,technician,60000,divorced,secondary,yes,no,1591,no,no,0,,,,
60,6,retired,55000,married,secondary,yes,no,5207,no,no,0,,,,
35,3,technician,60000,single,tertiary,no,no,211,no,no,0,,,,
46,4,management,100000,married,secondary,yes,no,231,no,yes,0,,,,
48,4,technician,60000,divorced,tertiary,no,no,907,no,yes,0,,,,
52,5,blue-collar,20000,married,unknown,no,no,742,no,no,0,,,,
43,4,management,100000,divorced,tertiary,no,no,36,no,no,0,,,,
42,4,technician,60000,married,tertiary,yes,no,1619,no,no,0,,,,
48,4,admin.,50000,married,secondary,yes,no,2262,no,no,0,,,,
50,5,management,100000,married,tertiary,yes,yes,37,no,no,0,,,,
55,5,self-employed,60000,married,secondary,yes,no,181,no,no,0,,,,
57,5,management,100000,married,secondary,yes,no,0,yes,no,0,,,,
36,3,technician,60000,married,secondary,yes,no,432,yes,yes,0,,,,
31,3,technician,60000,single,tertiary,no,no,387,no,no,0,,,,
52,5,blue-collar,20000,married,secondary,yes,no,-397,no,yes,0,,,,
42,4,management,100000,married,tertiary,yes,no,255,no,no,0,,,,
45,4,blue-collar,20000,married,unknown,no,no,0,no,no,0,,,,
56,5,blue-collar,20000,married,primary,yes,no,136,no,no,0,,,,
31,3,technician,60000,single,secondary,yes,no,2305,no,no,0,,,,
35,3,technician,60000,divorced,secondary,yes,no,-281,no,no,0,,,,
46,4,blue-collar,20000,married,primary,yes,no,783,yes,no,0,,,,
53,5,management,100000,married,tertiary,yes,no,1313,no,no,0,,,,
49,4,technician,60000,married,secondary,yes,no,3410,no,no,0,,,,
45,4,blue-collar,20000,married,primary,yes,no,15515,no,no,0,,,,
40,4,management,100000,married,tertiary,yes,no,9221,no,no,0,,,,
49,4,blue-collar,20000,married,secondary,yes,no,3348,no,no,0,,,,
46,4,blue-collar,20000,married,primary,yes,no,1303,no,no,0,,,,
49,4,services,70000,married,secondary,yes,no,3554,no,no,0,,,,
57,5,housemaid,16000,married,tertiary,yes,no,3,no,no,0,,,,
37,3,management,100000,married,tertiary,yes,no,355,no,no,0,,,,
49,4,management,100000,divorced,tertiary,no,no,5223,no,no,0,,,,
30,3,technician,60000,single,tertiary,no,no,97,no,no,0,,,,
34,3,unknown,0,married,unknown,no,no,164,no,no,0,,,,
51,5,housemaid,16000,divorced,tertiary,no,no,1613,no,no,1,,,,
55,5,management,100000,married,tertiary,yes,no,236,no,no,0,,,,
51,5,blue-collar,20000,married,primary,yes,no,1543,no,no,0,,,,
55,5,self-employed,60000,married,secondary,yes,no,4493,no,no,0,,,,
52,5,management,100000,married,tertiary,yes,no,193,no,no,0,,,,
30,3,management,100000,single,tertiary,no,no,1673,no,no,0,,,,
46,4,unknown,0,married,unknown,no,no,0,no,no,0,,,,
45,4,self-employed,60000,married,secondary,yes,no,1051,no,no,0,,,,
58,5,retired,55000,married,unknown,no,no,928,no,no,0,,,,
49,4,blue-collar,20000,married,primary,yes,no,364,no,no,0,,,,
36,3,management,100000,divorced,tertiary,no,no,0,no,no,1,,,,
35,3,management,100000,single,tertiary,no,no,837,no,no,0,,,,
30,3,management,100000,single,tertiary,no,no,835,yes,no,0,,,,
48,4,unemployed,8000,married,secondary,yes,no,1218,no,no,0,,,,
41,4,management,100000,divorced,tertiary,no,no,934,no,no,0,,,,
33,3,technician,60000,single,secondary,yes,no,116,no,yes,0,,,,
60,6,technician,60000,married,secondary,yes,no,914,no,no,0,,,,
55,5,technician,60000,married,secondary,yes,no,2437,no,no,0,,,,
38,3,management,100000,married,tertiary,yes,no,691,yes,yes,0,,,,
57,5,blue-collar,20000,married,secondary,yes,no,166,no,no,0,,,,
57,5,admin.,50000,married,secondary,yes,no,999,no,no,0,,,,
47,4,services,70000,married,primary,yes,no,0,yes,no,0,,,,
45,4,unemployed,8000,married,primary,yes,no,2,no,no,0,,,,
50,5,services,70000,married,secondary,yes,no,1126,no,no,0,,,,
46,4,blue-collar,20000,married,primary,yes,no,809,no,no,0,,,,
37,3,housemaid,16000,married,primary,yes,no,2410,no,no,0,,,,
46,4,retired,55000,divorced,tertiary,no,no,-48,no,no,0,,,,
50,5,unemployed,8000,divorced,secondary,yes,no,32,no,no,0,,,,
47,4,management,100000,married,tertiary,yes,no,1057,no,no,0,,,,
51,5,blue-collar,20000,married,secondary,yes,no,1121,no,no,0,,,,
58,5,retired,55000,married,primary,yes,no,0,no,no,0,,,,
51,5,housemaid,16000,married,unknown,no,no,21244,no,yes,0,,,,
53,5,technician,60000,single,secondary,yes,no,0,no,no,0,,,,
46,4,technician,60000,married,secondary,yes,no,487,no,no,0,,,,
39,3,management,100000,married,secondary,yes,no,643,yes,no,0,,,,
55,5,retired,55000,married,secondary,yes,no,0,no,no,1,,,,
44,4,unemployed,8000,single,tertiary,no,no,810,no,no,0,,,,
47,4,blue-collar,20000,married,primary,yes,no,1452,yes,yes,0,,,,
58,5,technician,60000,married,secondary,yes,no,796,no,no,0,,,,
51,5,management,100000,married,tertiary,yes,no,2430,no,no,0,,,,
52,5,management,100000,married,secondary,yes,no,5601,no,no,0,,,,
56,5,retired,55000,married,secondary,yes,no,277,no,no,0,,,,
54,5,technician,60000,married,secondary,yes,no,369,no,no,0,,,,
43,4,technician,60000,married,tertiary,yes,no,610,no,no,0,,,,
47,4,technician,60000,married,secondary,yes,no,636,no,no,0,,,,
37,3,technician,60000,single,secondary,yes,no,0,no,no,0,,,,
50,5,technician,60000,married,tertiary,yes,no,133,no,no,0,,,,
60,6,blue-collar,20000,married,primary,yes,no,1670,no,no,0,,,,
53,5,admin.,50000,married,tertiary,yes,no,1379,no,no,0,,,,
60,6,unknown,0,married,unknown,no,no,7337,no,no,0,,,,
37,3,management,100000,married,tertiary,yes,no,561,no,no,0,,,,
52,5,blue-collar,20000,married,primary,yes,no,1054,no,no,0,,,,
47,4,unemployed,8000,married,secondary,yes,no,123,no,no,0,,,,
54,5,blue-collar,20000,married,secondary,yes,no,537,no,no,0,,,,
47,4,blue-collar,20000,married,secondary,yes,no,1348,no,yes,0,,,,
41,4,management,100000,single,tertiary,no,no,260,no,no,0,,,,
46,4,technician,60000,married,tertiary,yes,no,3009,no,no,0,,,,
50,5,admin.,50000,married,secondary,yes,no,0,no,no,0,,,,
49,4,admin.,50000,married,secondary,yes,no,949,no,no,0,,,,
47,4,unknown,0,married,unknown,no,no,194,no,no,0,,,,
45,4,unknown,0,married,unknown,no,no,2834,no,no,0,,,,
41,4,management,100000,married,tertiary,yes,no,651,no,no,0,,,,
45,4,self-employed,60000,married,secondary,yes,no,629,no,no,0,,,,
41,4,management,100000,single,tertiary,no,no,4477,no,no,0,,,,
46,4,admin.,50000,married,secondary,yes,no,2533,no,no,0,,,,
50,5,management,100000,married,tertiary,yes,no,724,no,no,0,,,,
32,3,technician,60000,married,secondary,yes,no,12,yes,yes,0,,,,
46,4,blue-collar,20000,married,secondary,yes,no,-396,no,yes,0,,,,
52,5,management,100000,married,tertiary,yes,no,809,no,no,0,,,,
47,4,blue-collar,20000,married,secondary,yes,no,1449,no,no,0,,,,
45,4,management,100000,married,secondary,yes,no,315,yes,no,0,,,,
54,5,management,100000,married,tertiary,yes,no,11391,no,no,0,,,,
52,5,management,100000,married,tertiary,yes,no,7192,no,no,1,,,,
49,4,services,70000,married,secondary,yes,no,1122,no,no,0,,,,
40,4,technician,60000,married,secondary,yes,no,4,yes,yes,0,,,,
31,3,management,100000,married,tertiary,yes,no,859,yes,yes,0,,,,
47,4,technician,60000,single,secondary,yes,no,600,no,yes,0,,,,
46,4,blue-collar,20000,married,primary,yes,no,2473,no,no,0,,,,
38,3,services,70000,married,tertiary,yes,no,658,no,no,0,,,,
56,5,blue-collar,20000,married,secondary,yes,no,302,no,yes,0,,,,
36,3,management,100000,married,tertiary,yes,no,3794,no,no,0,,,,
53,5,management,100000,married,tertiary,yes,no,2578,no,no,0,,,,
55,5,technician,60000,married,secondary,yes,no,445,no,no,0,,,,
44,4,technician,60000,married,secondary,yes,no,945,yes,no,0,,,,
59,5,blue-collar,20000,married,primary,yes,no,3713,yes,yes,0,,,,
54,5,services,70000,married,secondary,yes,no,770,no,no,0,,,,
43,4,management,100000,married,tertiary,yes,no,3529,yes,no,0,,,,
58,5,admin.,50000,married,secondary,yes,no,1686,no,no,0,,,,
39,3,technician,60000,married,secondary,yes,no,0,no,no,0,,,,
45,4,services,70000,married,primary,yes,no,266,yes,no,0,,,,
60,6,entrepreneur,120000,married,unknown,no,yes,-284,yes,yes,0,,,,
54,5,retired,55000,married,secondary,yes,no,763,no,no,0,,,,
42,4,technician,60000,married,secondary,yes,no,4837,no,no,0,,,,
45,4,admin.,50000,married,secondary,yes,no,0,yes,yes,0,,,,
47,4,entrepreneur,120000,married,secondary,yes,no,318,no,no,0,,,,
31,3,management,100000,single,tertiary,no,no,83,no,no,0,,,,
35,3,technician,60000,single,tertiary,no,no,354,yes,no,0,,,,
56,5,retired,55000,divorced,secondary,yes,no,-166,no,yes,0,,,,
36,3,technician,60000,married,secondary,yes,no,594,no,yes,0,,,,
54,5,self-employed,60000,married,secondary,yes,no,3529,no,no,0,,,,
48,4,technician,60000,married,secondary,yes,no,3069,no,no,0,,,,
53,5,admin.,50000,married,primary,yes,no,6280,no,no,0,,,,
58,5,management,100000,married,tertiary,yes,no,9683,no,no,0,,,,
54,5,blue-collar,20000,married,unknown,no,no,191,no,no,0,,,,
33,3,technician,60000,married,secondary,yes,no,-89,no,yes,0,,,,
55,5,technician,60000,divorced,secondary,yes,no,2730,no,no,0,,,,
44,4,unknown,0,married,secondary,yes,no,2319,no,no,0,,,,
49,4,services,70000,married,secondary,yes,no,5673,no,yes,0,,,,
43,4,technician,60000,divorced,secondary,yes,no,167,no,no,0,,,,
43,4,technician,60000,married,tertiary,yes,no,0,no,no,1,,,,
46,4,admin.,50000,married,secondary,yes,no,547,no,yes,0,,,,
60,6,self-employed,60000,married,secondary,yes,no,546,no,no,0,,,,
42,4,management,100000,single,secondary,yes,no,9720,no,no,0,,,,
37,3,self-employed,60000,single,tertiary,no,no,676,no,no,0,,,,
40,4,technician,60000,divorced,secondary,yes,no,348,yes,no,0,,,,
60,6,management,100000,divorced,secondary,yes,no,0,no,no,1,,,,
46,4,management,100000,married,tertiary,yes,no,1720,no,no,0,,,,
59,5,admin.,50000,married,secondary,yes,no,2552,no,yes,0,,,,
49,4,technician,60000,married,secondary,yes,no,633,no,no,0,,,,
32,3,management,100000,married,tertiary,yes,no,440,no,no,0,,,,
57,5,retired,55000,married,secondary,yes,no,466,no,no,1,,,,
54,5,blue-collar,20000,married,secondary,yes,no,448,yes,yes,0,,,,
41,4,technician,60000,married,tertiary,yes,no,515,no,no,1,,,,
30,3,management,100000,married,tertiary,yes,no,1908,no,no,0,,,,
48,4,technician,60000,married,secondary,yes,no,1600,no,no,0,,,,
42,4,technician,60000,married,secondary,yes,no,534,no,no,0,,,,
50,5,technician,60000,married,tertiary,yes,no,2313,no,no,1,,,,
55,5,management,100000,married,secondary,yes,no,11655,no,no,0,,,,
60,6,blue-collar,20000,married,secondary,yes,no,2879,yes,no,0,,,,
57,5,management,100000,married,tertiary,yes,no,2266,no,no,0,,,,
59,5,retired,55000,married,secondary,yes,no,12438,no,no,0,,,,
50,5,management,100000,married,tertiary,yes,no,511,yes,no,0,,,,
39,3,management,100000,married,tertiary,yes,no,1069,no,no,0,,,,
41,4,management,100000,married,tertiary,yes,no,1391,no,no,0,,,,
53,5,blue-collar,20000,married,secondary,yes,no,-8,no,no,1,,,,
53,5,blue-collar,20000,married,primary,yes,no,206,no,no,0,,,,
58,5,retired,55000,married,secondary,yes,no,983,no,no,0,,,,
58,5,retired,55000,married,secondary,yes,no,4725,no,no,0,,,,
59,5,retired,55000,married,primary,yes,no,1634,yes,yes,1,,,,
56,5,blue-collar,20000,married,secondary,yes,no,276,no,no,0,,,,
45,4,management,100000,single,tertiary,no,no,1395,no,no,0,,,,
50,5,technician,60000,married,secondary,yes,no,805,no,no,0,,,,
43,4,housemaid,16000,married,primary,yes,no,1283,no,no,0,,,,
48,4,services,70000,married,secondary,yes,no,202,yes,no,0,,,,
56,5,technician,60000,married,secondary,yes,no,203,yes,no,0,,,,
37,3,technician,60000,single,secondary,yes,no,181,no,no,0,,,,
42,4,technician,60000,divorced,secondary,yes,no,1533,no,yes,0,,,,
59,5,blue-collar,20000,married,primary,yes,no,460,no,no,0,,,,
